Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2018-12-02 09:16:22,false,"Oakland Running","10.41","732","01:27:05","162","190","4.7","172","185","8:22","7:46","50","137","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-11-30 19:26:13,false,"Oakland Running","1.31","106","00:11:27","169","185","2.7","171","183","8:45","8:00","--","11","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2018-11-30 18:27:10,false,"Oakland Running","6.01","434","00:47:35","170","188","4.7","171","239","7:55","6:28","37","114","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-11-28 08:19:48,false,"Sacramento Running","4.01","311","00:34:34","166","185","3.9","171","179","8:37","7:51","12","21","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-11-27 11:11:34,false,"New York Running","0.31","31","00:03:11.4","178","185","1.9","168","176","10:21","2:10","--","--","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-27 09:57:02,false,"New York Running","8.01","668","01:04:49","179","196","5.0","172","183","8:06","7:29","175","178","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-11-25 12:31:57,false,"New York Running","3.01","245","00:26:10","165","179","3.4","171","240","8:42","7:02","75","--","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-11-25 11:18:22,false,"New York Running","6.32","418","00:45:25","169","188","4.4","178","199","7:11","6:00","20","46","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-11-24 10:26:59,false,"New York Running","6.11","477","00:51:55","167","188","4.7","172","202","8:30","5:46","179","131","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-11-22 10:25:24,false,"New York Running","7.01","513","01:00:31","160","184","4.0","173","189","8:38","7:30","244","231","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-11-21 11:52:47,false,"New York Running","1.05","75","00:08:47.5","159","187","2.2","178","191","8:23","7:36","28","--","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2018-11-21 10:37:57,false,"New York Running","4.18","252","00:30:55","154","180","3.3","180","236","7:24","5:38","3","39","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","17","0.0"
running,2018-11-19 19:55:25,false,"New York Running","3.81","276","00:32:47","157","184","3.4","170","177","8:36","7:08","86","86","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-11-17 16:57:26,false,"New York Running","4.41","319","00:38:04","156","187","3.6","172","184","8:37","7:39","138","95","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-11-17 16:01:18,false,"New York Running","3.27","216","00:26:42","155","171","3.1","175","187","8:10","7:03","88","33","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-11-16 17:54:26,false,"New York Running","4.01","306","00:42:37","143","187","3.0","171","241","10:38","8:04","283","280","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-11-15 10:29:02,false,"New York Running","2.01","154","00:18:25","157","175","2.9","172","182","9:09","8:13","186","161","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-11-15 09:39:33,false,"New York Running","5.21","318","00:39:01","159","176","3.7","178","225","7:30","6:13","38","62","1.21","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-11-13 18:10:03,false,"New York Running","6.01","469","00:56:52","159","188","4.3","173","224","9:28","7:51","181","133","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-11-11 09:40:24,false,"New York Running","6.01","466","00:50:09","172","191","5.0","177","199","8:21","5:45","164","118","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-11-08 17:57:28,false,"New York Running","3.11","225","00:26:26","161","182","3.4","171","183","8:30","7:32","108","108","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-11-07 11:48:22,false,"New York Running","4.51","360","00:40:37","166","183","4.2","173","181","9:01","7:51","116","116","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-11-06 12:57:10,false,"New York Running","1.00","94","00:19:08","115","135","1.4","120","129","19:06","13:30","--","6","0.70","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2018-11-04 09:54:16,false,"New York Running","26.24","1,543","03:41:25","160","193","5.0","173","187","8:26","7:06","581","598","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","27","0.0"
running,2018-11-03 08:54:29,false,"New York Running","0.11","5","00:01:10.1","112","155","1.0","173","177","10:40","9:18","--","--","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-11-01 10:27:49,false,"New York Running","4.00","291","00:33:22","164","182","3.9","171","187","8:20","7:25","92","89","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-30 09:21:53,false,"New York Running","4.01","298","00:32:23","172","187","4.4","173","191","8:05","6:14","37","39","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-28 09:23:41,false,"New York Running","4.01","314","00:36:42","163","194","3.9","173","181","9:10","7:29","141","95","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-27 08:39:20,false,"New York Running","8.01","601","01:06:41","172","186","5.0","174","193","8:20","7:04","100","164","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-10-25 15:04:57,false,"New York Running","5.71","468","00:51:00","170","191","5.0","172","182","8:56","4:36","828","806","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-10-24 09:35:01,false,"New York Running","3.11","251","00:27:49","167","183","3.6","169","175","8:56","8:06","22","22","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-10-23 18:28:21,false,"New York Running","2.01","164","00:17:50","168","183","3.1","168","177","8:53","7:22","82","10","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-10-23 17:47:30,false,"New York Running","4.21","264","00:31:11","163","190","3.8","172","183","7:25","6:23","6","32","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-21 09:09:43,false,"New York Running","10.61","784","01:25:28","175","195","5.0","176","194","8:03","6:51","255","230","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-10-20 12:16:45,false,"New York Running","3.12","231","00:25:59","166","195","3.7","171","239","8:20","7:33","104","56","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-10-18 08:50:59,false,"New York Running","5.71","440","00:46:30","174","194","5.0","177","195","8:09","6:55","137","134","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-16 09:06:51,false,"New York Running","6.21","468","00:53:48","168","203","4.9","171","177","8:40","7:49","139","146","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-10-14 17:02:27,false,"New York Running","1.11","76","00:09:22.4","157","174","2.2","170","179","8:25","7:45","13","14","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","2","0.0"
running,2018-10-14 16:33:47,false,"New York Running","2.01","163","00:16:06","183","194","3.7","177","191","8:01","4:49","26","87","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-10-14 16:14:24,false,"New York Running","2.01","141","00:14:05","183","196","3.5","182","204","7:01","5:48","51","19","1.26","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-10-14 16:04:26,false,"New York Running ","1.01","72","00:08:25.1","164","193","2.4","--","--","8:19","6:47","7","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-10-13 11:43:28,false,"New York Running","3.51","260","00:29:39","168","191","3.9","173","180","8:27","7:40","122","72","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-10-10 19:06:58,false,"New York Running","3.11","252","00:30:54","157","172","3.4","168","175","9:56","8:46","136","81","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-10-07 07:41:11,false,"Chicago Running","26.55","1,805","03:57:29","165","187","5.0","169","249","8:57","7:02","102","102","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","27","0.0"
running,2018-10-04 08:37:31,false,"New York Running","4.72","366","00:41:22","169","195","4.5","178","189","8:46","7:49","66","75","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-10-02 09:12:12,false,"New York Running","5.51","450","00:46:31","177","201","5.0","172","194","8:27","6:04","235","232","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
